employee_id,first_name,last_name,email,phone,date_of_birth,branch_id,position_title,department,position_level,monthly_salary,contract_type,weekly_hours,hire_date,termination_date,is_active,manager_id
157,Julia,de Boer,julia.deboer@degoudentarwe.nl,+31 010 1924617,1982-07-09,10,Hoofdbakker,Productie,4,3756.00,Tijdelijk,16,2016-02-06,,True,27
158,Luuk,Hendriks,luuk.hendriks@degoudentarwe.nl,+31 030 5460689,1972-10-26,10,Boekhouder,Financien,4,3906.50,Tijdelijk,24,2019-03-13,,True,109
159,Fleur,Kok,fleur.kok@degoudentarwe.nl,+31 020 4665327,1973-03-06,10,Boekhouder,Financien,4,3420.35,Stage,40,2019-06-28,,True,144
160,Levi,van den Berg,levi.vandenberg@degoudentarwe.nl,+31 06 75702504,1974-08-18,10,Assistent Banketbakker,Productie,2,2266.82,Tijdelijk,20,2016-06-27,,True,
161,Lieke,Jacobs,lieke.jacobs@degoudentarwe.nl,+31 06 18116684,1968-11-19,10,Banketbakker,Productie,4,2919.78,Tijdelijk,20,2015-07-21,,True,32
162,Esther,Klein,esther.klein@degoudentarwe.nl,+31 020 5841642,1971-09-10,10,Filiaalmanager,Management,5,4077.38,Oproep,0,2016-09-08,,True,109
163,Julia,de Graaf,julia.degraaf@degoudentarwe.nl,+31 06 14034217,1981-02-28,10,Assistent Bakker,Productie,2,2113.13,Tijdelijk,36,2017-12-24,,True,
164,Femke,Bakker,femke.bakker@degoudentarwe.nl,+31 040 7283533,1996-07-25,10,Schoonmaker,Facilitair,1,1858.49,Oproep,0,2017-01-25,,True,
165,Thijs,Peters,thijs.peters@degoudentarwe.nl,+31 06 77672441,1994-09-25,10,Marketing Medewerker,Marketing,3,3003.08,Vast,20,2019-05-30,,True,127
166,Max,Peeters,max.peeters@degoudentarwe.nl,+31 010 7484341,1973-01-14,10,Banketbakker,Productie,4,3708.61,Oproep,0,2017-07-10,,True,161
167,Anna,Vermeer,anna.vermeer@degoudentarwe.nl,+31 06 31642810,1973-12-14,10,Boekhouder,Financien,4,3373.69,Oproep,0,2017-05-23,,True,52
168,Cornelia,Schouten,cornelia.schouten@degoudentarwe.nl,+31 030 2991989,2003-10-04,10,Assistent Banketbakker,Productie,2,2089.08,Oproep,0,2019-05-08,,True,
169,Geertruida,Willems,geertruida.willems@degoudentarwe.nl,+31 010 4143310,2003-03-22,10,Hoofdbakker,Productie,4,3380.02,Oproep,0,2017-10-18,,True,113
170,Lisa,Willems,lisa.willems@degoudentarwe.nl,+31 06 82929906,2004-01-09,10,Banketbakker,Productie,4,3792.76,Stage,32,2018-01-11,,True,135
171,Finn,Strik,finn.strik@degoudentarwe.nl,+31 030 5344452,1990-08-28,10,Hoofdbakker,Productie,4,4327.28,Tijdelijk,32,2016-01-20,,True,65
172,Bram,Smit,bram.smit@degoudentarwe.nl,+31 06 96728691,1992-06-15,10,HR Medewerker,HR,4,3665.02,Tijdelijk,24,2015-07-28,,True,83
173,Dirk,Brouwer,dirk.brouwer@degoudentarwe.nl,+31 06 55017108,1989-03-27,10,Verkoopmedewerker,Verkoop,2,1730.61,Vast,20,2015-05-01,,True,
174,Greta,de Graaf,greta.degraaf@degoudentarwe.nl,+31 06 36943922,1967-08-06,10,Magazijnmedewerker,Logistiek,2,2247.43,Vast,36,2018-01-22,,True,
175,Ruben,van der Meer,ruben.vandermeer@degoudentarwe.nl,+31 06 92447492,1968-08-21,10,Assistent Banketbakker,Productie,2,2339.59,Tijdelijk,20,2015-06-09,,True,
176,Maria,Bakker,maria.bakker@degoudentarwe.nl,+31 06 98613934,1968-04-15,10,Magazijnmedewerker,Logistiek,2,2215.62,Tijdelijk,24,2016-05-26,2019-07-22,False,
177,Johanna,van Dijk,johanna.vandijk@degoudentarwe.nl,+31 06 44628808,1984-06-15,11,Magazijnmedewerker,Logistiek,2,2188.53,Stage,40,2018-04-17,,True,
178,Noah,Janssen,noah.janssen@degoudentarwe.nl,+31 020 6188749,1975-03-02,11,Marketing Medewerker,Marketing,3,2907.56,Oproep,0,2016-12-07,,True,4
179,Wilhelmina,de Jong,wilhelmina.dejong@degoudentarwe.nl,+31 06 58544727,2000-11-13,11,Verkoopmedewerker,Verkoop,2,1725.34,Stage,36,2018-09-28,,True,
180,Lotte,van de Ven,lotte.vandeven@degoudentarwe.nl,+31 010 8332131,2002-12-12,11,Assistent Bakker,Productie,2,2420.03,Oproep,0,2016-09-23,,True,
181,Joost,Vos,joost.vos@degoudentarwe.nl,+31 030 9668187,1978-12-05,11,Bezorger,Logistiek,2,2144.39,Oproep,0,2016-07-12,,True,
182,Noah,Mulder,noah.mulder@degoudentarwe.nl,+31 06 70049651,1972-06-14,11,Bakker,Productie,3,2689.56,Oproep,0,2016-05-21,,True,117
183,Tim,van der Linden,tim.vanderlinden@degoudentarwe.nl,+31 010 7379921,1990-12-10,11,Hoofdbakker,Productie,4,3966.14,Stage,40,2017-01-04,2017-04-27,False,44
184,Max,Hermans,max.hermans@degoudentarwe.nl,+31 010 6620207,1999-08-02,11,HR Medewerker,HR,4,3091.36,Tijdelijk,16,2018-08-13,,True,176
185,Lucas,Peeters,lucas.peeters@degoudentarwe.nl,+31 06 16238904,1999-07-14,11,Regiomanager,Management,6,4941.21,Stage,32,2018-12-07,,True,175
186,Daan,Strik,daan.strik@degoudentarwe.nl,+31 030 8861955,1999-08-11,11,Hoofdbakker,Productie,4,3336.68,Vast,16,2016-09-10,,True,178
187,Cornelia,de Vries,cornelia.devries@degoudentarwe.nl,+31 020 3155233,2003-04-14,11,Assistent Bakker,Productie,2,2167.43,Oproep,0,2017-06-02,,True,
188,Noa,van der Linden,noa.vanderlinden@degoudentarwe.nl,+31 040 5891352,1999-04-19,11,Verkoopmedewerker,Verkoop,2,2125.00,Vast,32,2016-09-09,,True,
189,Maria,van Dijk,maria.vandijk@degoudentarwe.nl,+31 030 9784035,1972-12-03,11,Banketbakker,Productie,4,3538.50,Oproep,0,2016-12-17,,True,112
190,Pieter,Strik,pieter.strik@degoudentarwe.nl,+31 06 24271511,1965-09-11,11,Regiomanager,Management,6,4840.60,Vast,24,2017-07-27,,True,147
191,Lynn,Hermans,lynn.hermans@degoudentarwe.nl,+31 010 3496570,1965-11-02,11,Verkoopmedewerker (parttime),Verkoop,1,977.12,Oproep,0,2018-10-12,,True,
192,Niels,Jansen,niels.jansen@degoudentarwe.nl,+31 010 3548317,1978-03-13,11,Regiomanager,Management,6,6332.86,Vast,20,2016-09-19,,True,164
193,Bram,van de Ven,bram.vandeven@degoudentarwe.nl,+31 06 39797107,1996-06-10,11,Banketbakker,Productie,4,3389.39,Oproep,0,2016-09-20,,True,183
194,Sanne,Dijkstra,sanne.dijkstra@degoudentarwe.nl,+31 040 9223657,1981-03-25,11,Leerling Bakker,Productie,1,1775.95,Oproep,0,2018-07-12,2021-11-04,False,
195,Tessa,Vos,tessa.vos@degoudentarwe.nl,+31 040 8445956,2002-12-15,11,Hoofdbakker,Productie,4,3284.83,Tijdelijk,36,2016-10-23,,True,63
196,Finn,Smeets,finn.smeets@degoudentarwe.nl,+31 020 6619197,1991-07-20,11,Assistent Manager,Management,4,3420.95,Tijdelijk,40,2019-05-06,,True,5
197,Sanne,van den Berg,sanne.vandenberg@degoudentarwe.nl,+31 040 5016255,1971-11-02,12,Assistent Banketbakker,Productie,2,2348.92,Oproep,0,2019-03-13,,True,
198,Julia,van de Ven,julia.vandeven@degoudentarwe.nl,+31 06 75798016,2003-07-16,12,Boekhouder,Financien,4,3412.08,Vast,40,2015-10-17,,True,9
199,Yara,Schouten,yara.schouten@degoudentarwe.nl,+31 010 9329508,1974-02-18,12,Verkoopmedewerker (parttime),Verkoop,1,1385.01,Stage,16,2018-07-08,,True,
200,Lucas,Hermans,lucas.hermans@degoudentarwe.nl,+31 010 5510922,1967-01-08,12,Verkoopmedewerker (parttime),Verkoop,1,1198.24,Vast,32,2017-10-27,,True,
201,Noah,van der Linden,noah.vanderlinden@degoudentarwe.nl,+31 020 1650134,1984-11-26,12,Marketing Medewerker,Marketing,3,2670.31,Stage,32,2015-02-07,,True,66
202,Anna,Dekker,anna.dekker@degoudentarwe.nl,+31 020 6460776,1979-04-09,12,Regiomanager,Management,6,5689.27,Oproep,0,2015-07-19,,True,106
203,Evi,Jansen,evi.jansen@degoudentarwe.nl,+31 020 2329930,1970-10-15,12,Bezorger,Logistiek,2,1836.96,Oproep,0,2017-03-12,,True,
204,Anna,Peeters,anna.peeters@degoudentarwe.nl,+31 020 7008755,1973-04-05,12,Banketbakker,Productie,4,3680.71,Vast,32,2015-05-05,,True,112
205,Anna,van Leeuwen,anna.vanleeuwen@degoudentarwe.nl,+31 040 7306552,1987-02-09,13,Regiomanager,Management,6,5568.92,Tijdelijk,20,2015-07-22,2019-07-18,False,194
206,Thijs,de Groot,thijs.degroot@degoudentarwe.nl,+31 06 45848921,1980-06-05,13,Filiaalmanager,Management,5,4153.96,Tijdelijk,24,2016-01-11,,True,28
207,Marieke,Dijkstra,marieke.dijkstra@degoudentarwe.nl,+31 010 3487874,1988-09-22,13,Banketbakker,Productie,4,3640.78,Vast,20,2015-08-17,,True,13
208,Adriana,Willems,adriana.willems@degoudentarwe.nl,+31 06 60117592,1984-06-12,13,Regiomanager,Management,6,5828.02,Vast,36,2015-01-07,,True,143
209,Sanne,van de Ven,sanne.vandeven@degoudentarwe.nl,+31 040 4849414,1987-08-27,13,Hoofdbakker,Productie,4,3639.68,Stage,20,2019-09-25,,True,14
210,Willem,Bakker,willem.bakker@degoudentarwe.nl,+31 06 90300475,2004-03-27,13,Hoofdbakker,Productie,4,3418.56,Tijdelijk,16,2018-03-01,,True,101
211,Liam,Peeters,liam.peeters@degoudentarwe.nl,+31 020 8378480,1996-10-01,13,Boekhouder,Financien,4,4039.45,Oproep,0,2018-04-25,,True,195
212,Johanna,Vos,johanna.vos@degoudentarwe.nl,+31 06 45106281,1972-06-08,13,Leerling Bakker,Productie,1,1744.24,Tijdelijk,40,2016-07-21,,True,
213,Emma,Prins,emma.prins@degoudentarwe.nl,+31 030 1275188,1980-07-09,13,Assistent Bakker,Productie,2,1867.51,Vast,32,2018-05-15,2019-10-15,False,
214,Lars,van Dijk,lars.vandijk@degoudentarwe.nl,+31 06 58256300,1989-01-09,13,Assistent Banketbakker,Productie,2,2202.75,Stage,32,2018-01-28,,True,
215,Noa,de Jong,noa.dejong@degoudentarwe.nl,+31 020 7408365,1988-06-08,13,Assistent Manager,Management,4,3611.85,Oproep,0,2018-08-08,,True,106
216,Tim,van den Berg,tim.vandenberg@degoudentarwe.nl,+31 06 53901973,1984-05-12,13,Bakker,Productie,3,3287.60,Stage,16,2015-09-04,,True,147
217,Sanne,van den Berg,sanne.vandenberg@degoudentarwe.nl,+31 06 63387992,1979-09-01,13,Marketing Medewerker,Marketing,3,2995.90,Stage,40,2018-08-05,,True,85
218,Bram,de Graaf,bram.degraaf@degoudentarwe.nl,+31 06 52777157,1998-08-07,13,Schoonmaker,Facilitair,1,1757.86,Tijdelijk,32,2014-06-30,,True,
219,Stijn,van de Ven,stijn.vandeven@degoudentarwe.nl,+31 020 6510795,1977-07-23,13,Assistent Manager,Management,4,3481.74,Tijdelijk,20,2019-08-01,,True,83
220,Lotte,Smit,lotte.smit@degoudentarwe.nl,+31 040 3224373,1996-04-05,13,Hoofdbakker,Productie,4,3923.07,Vast,20,2015-05-17,,True,213
221,Roos,Dekker,roos.dekker@degoudentarwe.nl,+31 010 5868443,1999-11-14,13,Boekhouder,Financien,4,3181.39,Oproep,0,2014-05-02,,True,44
222,Frans,de Haan,frans.dehaan@degoudentarwe.nl,+31 06 80277299,1977-08-27,13,Verkoopmedewerker (parttime),Verkoop,1,1368.01,Vast,16,2018-01-28,,True,
223,Maria,Janssen,maria.janssen@degoudentarwe.nl,+31 06 58192537,2001-09-02,13,Leerling Bakker,Productie,1,1684.61,Vast,36,2015-07-14,,True,
224,Liam,Mulder,liam.mulder@degoudentarwe.nl,+31 030 2790616,1996-03-11,13,Regiomanager,Management,6,4579.27,Oproep,0,2017-08-30,2019-05-11,False,146
225,Sara,van Beek,sara.vanbeek@degoudentarwe.nl,+31 020 1519121,2004-12-19,14,Hoofdbakker,Productie,4,3206.00,Stage,36,2016-04-24,,True,167
226,Lotte,Hoekstra,lotte.hoekstra@degoudentarwe.nl,+31 030 8520467,1995-06-23,14,Assistent Bakker,Productie,2,2449.39,Stage,40,2018-04-23,2019-06-18,False,
227,Iris,Mulder,iris.mulder@degoudentarwe.nl,+31 020 1161458,2002-03-26,14,Bakker,Productie,3,2579.53,Stage,36,2015-10-28,,True,177
228,Esther,Bos,esther.bos@degoudentarwe.nl,+31 010 1591200,1980-05-20,14,Leerling Bakker,Productie,1,1854.47,Oproep,0,2015-07-26,,True,
229,Milan,Janssen,milan.janssen@degoudentarwe.nl,+31 010 4839238,1971-01-06,14,Schoonmaker,Facilitair,1,1894.98,Tijdelijk,20,2015-03-07,,True,
230,Johanna,Peters,johanna.peters@degoudentarwe.nl,+31 020 6216473,2002-08-22,14,Assistent Banketbakker,Productie,2,2695.35,Oproep,0,2018-10-01,,True,
231,Evi,de Graaf,evi.degraaf@degoudentarwe.nl,+31 06 62352896,1987-12-10,14,Magazijnmedewerker,Logistiek,2,1925.69,Tijdelijk,36,2017-08-27,,True,
232,Niels,Visser,niels.visser@degoudentarwe.nl,+31 010 2948563,1979-11-14,14,Bakker,Productie,3,2879.52,Vast,32,2016-08-22,,True,222
233,Finn,van den Berg,finn.vandenberg@degoudentarwe.nl,+31 030 6515772,1987-09-02,15,Boekhouder,Financien,4,3450.07,Tijdelijk,40,2016-03-27,,True,83
234,Johanna,Peeters,johanna.peeters@degoudentarwe.nl,+31 06 22040435,1970-06-01,15,Hoofdbakker,Productie,4,3749.39,Vast,16,2016-01-28,,True,222
235,Daan,Prins,daan.prins@degoudentarwe.nl,+31 030 3009667,1983-01-11,15,Boekhouder,Financien,4,3321.39,Oproep,0,2017-06-06,,True,165
236,Lisa,Peeters,lisa.peeters@degoudentarwe.nl,+31 030 2866988,1981-12-06,15,Filiaalmanager,Management,5,3960.57,Stage,20,2016-02-27,,True,63
237,Frans,Strik,frans.strik@degoudentarwe.nl,+31 06 63215071,1983-03-27,15,Magazijnmedewerker,Logistiek,2,2277.28,Vast,24,2019-08-05,,True,
238,Sem,de Haan,sem.dehaan@degoudentarwe.nl,+31 040 2570122,1994-02-10,15,Banketbakker,Productie,4,3185.79,Tijdelijk,24,2014-12-21,,True,81
239,Niels,Strik,niels.strik@degoudentarwe.nl,+31 040 3700816,1972-08-10,15,Hoofdbakker,Productie,4,3284.87,Tijdelijk,20,2017-09-08,,True,116
240,Jan,van Dijk,jan.vandijk@degoudentarwe.nl,+31 06 50251636,1967-03-28,15,Banketbakker,Productie,4,3103.44,Tijdelijk,24,2015-04-04,,True,11
241,Pieter,Vermeer,pieter.vermeer@degoudentarwe.nl,+31 06 74898370,1979-08-07,16,Regiomanager,Management,6,4935.59,Tijdelijk,16,2016-10-24,,True,161
242,Annemiek,de Jong,annemiek.dejong@degoudentarwe.nl,+31 010 6541786,2000-10-02,16,Magazijnmedewerker,Logistiek,2,2007.92,Vast,32,2019-02-23,,True,
243,Lieke,van de Ven,lieke.vandeven@degoudentarwe.nl,+31 020 1103724,2000-08-05,16,Marketing Medewerker,Marketing,3,2973.25,Stage,36,2019-04-26,,True,110
244,Adriana,Hoekstra,adriana.hoekstra@degoudentarwe.nl,+31 040 4568822,1988-05-08,16,Leerling Bakker,Productie,1,1736.33,Vast,16,2014-11-07,,True,
245,Esther,Molenaar,esther.molenaar@degoudentarwe.nl,+31 010 6862707,2004-05-08,16,Filiaalmanager,Management,5,4640.95,Oproep,0,2015-04-11,,True,49
246,Greta,van Dijk,greta.vandijk@degoudentarwe.nl,+31 010 6673527,1999-07-10,16,Leerling Bakker,Productie,1,1694.34,Oproep,0,2014-11-29,,True,
247,Thijs,Smeets,thijs.smeets@degoudentarwe.nl,+31 06 78039999,1981-01-13,16,Marketing Medewerker,Marketing,3,2908.94,Oproep,0,2014-02-11,,True,134
248,Eva,Mulder,eva.mulder@degoudentarwe.nl,+31 010 1428879,1982-11-22,16,Verkoopmedewerker (parttime),Verkoop,1,1296.34,Vast,20,2015-07-24,,True,
249,Daan,Hermans,daan.hermans@degoudentarwe.nl,+31 06 12448224,2003-06-03,16,Assistent Manager,Management,4,3033.56,Stage,36,2015-11-12,,True,190
250,Maria,Jacobs,maria.jacobs@degoudentarwe.nl,+31 06 17376129,1996-06-26,16,Banketbakker,Productie,4,3900.81,Vast,36,2014-01-25,,True,66
251,Jesse,Schouten,jesse.schouten@degoudentarwe.nl,+31 06 81306758,1968-05-25,16,Assistent Manager,Management,4,3280.74,Stage,24,2016-04-04,,True,167
252,Lisa,Janssen,lisa.janssen@degoudentarwe.nl,+31 06 77474108,1991-05-03,16,Banketbakker,Productie,4,2948.57,Oproep,0,2015-10-22,,True,38
253,Lotte,Smit,lotte.smit@degoudentarwe.nl,+31 040 7017462,1993-09-12,16,Verkoopmedewerker (parttime),Verkoop,1,960.66,Vast,40,2017-01-28,,True,
254,Iris,Smeets,iris.smeets@degoudentarwe.nl,+31 06 13696880,2003-08-17,16,Marketing Medewerker,Marketing,3,3038.91,Tijdelijk,16,2018-04-12,2019-09-08,False,107
255,Lisa,van den Heuvel,lisa.vandenheuvel@degoudentarwe.nl,+31 010 3286386,1987-10-24,16,Verkoopmedewerker (parttime),Verkoop,1,1185.66,Tijdelijk,20,2018-02-16,,True,
256,Femke,de Groot,femke.degroot@degoudentarwe.nl,+31 06 89176624,1971-01-21,16,Hoofdbakker,Productie,4,3971.92,Tijdelijk,36,2015-10-28,,True,166
257,Daan,Dekker,daan.dekker@degoudentarwe.nl,+31 06 19813187,1969-12-05,16,Boekhouder,Financien,4,3391.32,Tijdelijk,36,2017-07-20,,True,209
258,Julia,van der Meer,julia.vandermeer@degoudentarwe.nl,+31 06 97338097,1969-05-19,16,Regiomanager,Management,6,5545.08,Tijdelijk,24,2018-08-14,,True,48
259,Roos,de Boer,roos.deboer@degoudentarwe.nl,+31 030 4548386,1995-07-07,16,Schoonmaker,Facilitair,1,1884.97,Oproep,0,2015-02-04,,True,
260,Daan,van Leeuwen,daan.vanleeuwen@degoudentarwe.nl,+31 010 5369757,1990-01-26,16,Assistent Bakker,Productie,2,2347.64,Tijdelijk,16,2015-04-11,,True,
261,Hilde,de Wit,hilde.dewit@degoudentarwe.nl,+31 010 9983503,1974-09-17,17,Bakker,Productie,3,2673.09,Tijdelijk,32,2015-08-04,,True,13
262,Stijn,Peters,stijn.peters@degoudentarwe.nl,+31 030 4309670,1995-06-15,17,Hoofdbakker,Productie,4,3333.57,Vast,40,2014-07-26,2015-07-21,False,6
263,Thomas,van der Linden,thomas.vanderlinden@degoudentarwe.nl,+31 030 4336528,1995-04-22,17,Bakker,Productie,3,3094.98,Tijdelijk,16,2016-04-04,,True,96
264,Hans,Brouwer,hans.brouwer@degoudentarwe.nl,+31 020 1929910,1992-11-26,17,Assistent Bakker,Productie,2,1871.50,Oproep,0,2014-01-01,,True,
265,Daan,de Jong,daan.dejong@degoudentarwe.nl,+31 030 8013517,1967-03-26,17,Hoofdbakker,Productie,4,4204.40,Tijdelijk,16,2016-02-18,,True,168
266,Geertruida,Kok,geertruida.kok@degoudentarwe.nl,+31 030 1910279,1976-11-01,17,Assistent Bakker,Productie,2,2492.89,Stage,32,2017-11-02,2020-08-24,False,
267,Charlotte,de Jong,charlotte.dejong@degoudentarwe.nl,+31 06 32159292,1979-06-27,17,Verkoopmedewerker (parttime),Verkoop,1,1052.22,Vast,40,2016-01-02,,True,
268,Lars,van den Berg,lars.vandenberg@degoudentarwe.nl,+31 020 3871750,1995-09-03,17,Regiomanager,Management,6,5496.93,Tijdelijk,16,2018-10-13,,True,163
269,Charlotte,Peeters,charlotte.peeters@degoudentarwe.nl,+31 06 10892042,1983-06-12,17,HR Medewerker,HR,4,3774.36,Tijdelijk,16,2014-03-03,,True,245
270,Levi,Jansen,levi.jansen@degoudentarwe.nl,+31 040 7197425,1977-10-01,17,Filiaalmanager,Management,5,3637.35,Tijdelijk,24,2017-06-16,,True,32
271,Bram,Mulder,bram.mulder@degoudentarwe.nl,+31 06 80222332,2004-04-01,17,Assistent Banketbakker,Productie,2,2028.66,Stage,20,2018-08-08,,True,
272,Tessa,Dekker,tessa.dekker@degoudentarwe.nl,+31 010 1591079,1990-06-20,17,Regiomanager,Management,6,5096.38,Oproep,0,2014-02-13,,True,246
273,Liam,van Vliet,liam.vanvliet@degoudentarwe.nl,+31 06 11519839,1988-11-23,17,Filiaalmanager,Management,5,3882.79,Tijdelijk,40,2014-06-18,,True,108
274,Hendrik,Visser,hendrik.visser@degoudentarwe.nl,+31 010 7923500,1967-04-21,17,Verkoopmedewerker (parttime),Verkoop,1,1334.36,Stage,32,2014-10-07,,True,
275,Noa,Jacobs,noa.jacobs@degoudentarwe.nl,+31 030 4927407,1988-01-18,17,Hoofdbakker,Productie,4,4221.17,Stage,36,2014-12-08,,True,60
276,Esther,de Graaf,esther.degraaf@degoudentarwe.nl,+31 06 25094520,1973-03-19,17,Verkoopmedewerker (parttime),Verkoop,1,1237.26,Tijdelijk,40,2015-04-25,,True,
277,Liam,Willems,liam.willems@degoudentarwe.nl,+31 030 7778891,1980-09-26,17,Assistent Bakker,Productie,2,1933.27,Stage,40,2018-06-20,,True,
278,Dirk,Klein,dirk.klein@degoudentarwe.nl,+31 06 49935621,2001-09-24,17,Banketbakker,Productie,4,3289.40,Oproep,0,2015-02-06,,True,227
279,Liam,Willems,liam.willems@degoudentarwe.nl,+31 030 6151012,1968-06-16,17,Assistent Bakker,Productie,2,2419.46,Tijdelijk,40,2018-01-30,,True,
280,Liam,Klein,liam.klein@degoudentarwe.nl,+31 040 8285405,1999-07-04,17,Filiaalmanager,Management,5,4941.88,Vast,20,2019-10-25,,True,177
281,Johanna,Kok,johanna.kok@degoudentarwe.nl,+31 030 6430578,1974-05-24,18,Assistent Manager,Management,4,3258.32,Oproep,0,2018-06-16,,True,268
282,Sem,Jacobs,sem.jacobs@degoudentarwe.nl,+31 030 9987344,1995-02-08,18,Regiomanager,Management,6,4597.24,Tijdelijk,40,2014-10-05,,True,244
283,Sophie,Dekker,sophie.dekker@degoudentarwe.nl,+31 06 57490267,1983-04-04,18,HR Medewerker,HR,4,2804.72,Oproep,0,2015-06-02,,True,119
284,Julia,Hoekstra,julia.hoekstra@degoudentarwe.nl,+31 010 9203234,1980-07-16,18,Schoonmaker,Facilitair,1,1806.59,Tijdelijk,16,2017-10-28,,True,
285,Jan,Schouten,jan.schouten@degoudentarwe.nl,+31 040 7701629,1998-12-15,18,Regiomanager,Management,6,5420.82,Tijdelijk,20,2014-11-09,,True,245
286,Maria,van Vliet,maria.vanvliet@degoudentarwe.nl,+31 030 3347815,1986-01-06,18,Bezorger,Logistiek,2,2127.90,Tijdelijk,20,2017-03-08,,True,
287,Petronella,Jansen,petronella.jansen@degoudentarwe.nl,+31 06 58228363,1989-12-27,18,Filiaalmanager,Management,5,3669.16,Tijdelijk,32,2019-02-07,,True,128
288,Tessa,van Dijk,tessa.vandijk@degoudentarwe.nl,+31 06 80198129,1972-03-18,18,Assistent Bakker,Productie,2,1899.10,Oproep,0,2014-10-27,,True,
289,Tessa,van de Ven,tessa.vandeven@degoudentarwe.nl,+31 010 5660929,1988-04-27,18,HR Medewerker,HR,4,2869.55,Oproep,0,2015-04-11,,True,120
290,Thijs,van den Heuvel,thijs.vandenheuvel@degoudentarwe.nl,+31 040 9165915,1994-03-18,18,Filiaalmanager,Management,5,4599.35,Stage,24,2018-06-15,,True,68
291,Hans,Vos,hans.vos@degoudentarwe.nl,+31 06 70705958,1978-05-26,18,Magazijnmedewerker,Logistiek,2,1883.07,Tijdelijk,32,2016-12-31,,True,
292,Lieke,Schouten,lieke.schouten@degoudentarwe.nl,+31 010 4785263,1984-04-23,18,Leerling Bakker,Productie,1,1677.64,Stage,36,2015-11-03,,True,
293,Geertruida,Kok,geertruida.kok@degoudentarwe.nl,+31 010 2896174,1982-06-21,18,Assistent Manager,Management,4,2928.56,Vast,20,2015-07-31,,True,39
294,Adriana,de Jong,adriana.dejong@degoudentarwe.nl,+31 020 2251265,1966-01-25,18,Hoofdbakker,Productie,4,3456.89,Oproep,0,2016-05-26,,True,259
295,Liam,Kuiper,liam.kuiper@degoudentarwe.nl,+31 040 7203563,1987-09-22,18,Assistent Bakker,Productie,2,1879.78,Vast,32,2014-07-02,,True,
296,Eva,Mulder,eva.mulder@degoudentarwe.nl,+31 030 4799911,1973-02-06,18,Leerling Bakker,Productie,1,1828.83,Vast,20,2015-12-11,,True,
297,Emma,Smit,emma.smit@degoudentarwe.nl,+31 06 90680322,1996-09-03,18,Bezorger,Logistiek,2,2243.05,Tijdelijk,40,2017-10-29,,True,
298,Tessa,van de Ven,tessa.vandeven@degoudentarwe.nl,+31 06 54772704,1980-01-25,18,Marketing Medewerker,Marketing,3,3363.77,Stage,32,2015-04-27,2019-03-16,False,145
299,Wilhelmina,de Haan,wilhelmina.dehaan@degoudentarwe.nl,+31 040 7407998,1970-02-24,18,Assistent Manager,Management,4,2916.01,Vast,40,2017-01-18,,True,85
300,Emma,de Vries,emma.devries@degoudentarwe.nl,+31 06 79544123,1968-07-16,18,Bakker,Productie,3,2760.16,Oproep,0,2016-02-28,,True,89
301,Esther,Kuiper,esther.kuiper@degoudentarwe.nl,+31 06 66685015,2003-01-27,19,Assistent Bakker,Productie,2,2207.57,Stage,16,2014-08-03,,True,
302,Noa,Janssen,noa.janssen@degoudentarwe.nl,+31 06 71714413,1989-10-07,19,Marketing Medewerker,Marketing,3,3035.57,Vast,16,2016-07-17,,True,228
303,Evi,Bakker,evi.bakker@degoudentarwe.nl,+31 06 99003618,1992-03-27,19,Regiomanager,Management,6,5445.08,Oproep,0,2015-02-05,,True,105
304,Levi,Kuiper,levi.kuiper@degoudentarwe.nl,+31 030 4441294,1975-09-16,19,Assistent Bakker,Productie,2,2205.64,Tijdelijk,20,2015-07-03,,True,
305,Evi,Willems,evi.willems@degoudentarwe.nl,+31 06 97823408,1985-03-11,19,HR Medewerker,HR,4,3693.66,Tijdelijk,40,2015-12-08,2016-04-14,False,90
306,Hendrik,Jacobs,hendrik.jacobs@degoudentarwe.nl,+31 020 4524458,1993-06-22,19,Filiaalmanager,Management,5,3648.23,Vast,24,2015-06-15,,True,221
307,Marieke,de Vries,marieke.devries@degoudentarwe.nl,+31 06 91796176,1977-06-06,19,Leerling Bakker,Productie,1,1828.76,Vast,16,2017-03-27,,True,
308,Hilde,Strik,hilde.strik@degoudentarwe.nl,+31 06 90597183,1985-02-08,19,Assistent Banketbakker,Productie,2,2722.46,Vast,40,2016-01-19,,True,
309,Niels,Smit,niels.smit@degoudentarwe.nl,+31 040 1076593,1971-06-14,19,Bezorger,Logistiek,2,1906.89,Vast,40,2018-10-26,2020-11-30,False,
310,Esther,Wolters,esther.wolters@degoudentarwe.nl,+31 010 2013988,1970-10-19,19,Assistent Manager,Management,4,3212.44,Oproep,0,2017-01-07,,True,121
311,Kees,Strik,kees.strik@degoudentarwe.nl,+31 06 24186117,1974-10-08,19,Banketbakker,Productie,4,3866.75,Stage,32,2018-06-13,2022-06-15,False,241
312,Dirk,Klein,dirk.klein@degoudentarwe.nl,+31 040 3521555,1992-02-04,19,Bezorger,Logistiek,2,2176.19,Oproep,0,2019-09-07,,True,
313,Annemiek,Peeters,annemiek.peeters@degoudentarwe.nl,+31 020 9038040,2004-02-10,19,Marketing Medewerker,Marketing,3,3309.81,Stage,40,2016-03-21,,True,216
